210;2015-01-01;4.0
210;2015-01-02;7.8
210;2015-01-03;5.3
210;2015-01-04;4.4
210;2015-01-05;3.4
210;2015-01-06;3.4
210;2015-01-07;4.6
210;2015-01-08;7.3
210;2015-01-09;9.3
210;2015-01-10;9.0
210;2015-01-11;6.5
210;2015-01-12;9.0
210;2015-01-13;8.2
210;2015-01-14;4.8
210;2015-01-15;8.0
210;2015-01-16;5.8
210;2015-01-17;4.0
210;2015-01-18;2.6
210;2015-01-19;0.3
210;2015-01-20;1.5
210;2015-01-21;0.0
210;2015-01-22;-1.0
210;2015-01-23;-2.3
210;2015-01-24;4.0
210;2015-01-25;5.8
210;2015-01-26;6.8
210;2015-01-27;5.8
210;2015-01-28;5.7
210;2015-01-29;3.5
210;2015-01-30;2.9
210;2015-01-31;2.9
210;2015-02-01;3.9
210;2015-02-02;3.3
210;2015-02-03;2.0
210;2015-02-04;0.0
210;2015-02-05;-0.3
210;2015-02-06;-0.3
210;2015-02-07;2.3
210;2015-02-08;5.5
210;2015-02-09;5.6
210;2015-02-10;5.7
210;2015-02-11;4.4
210;2015-02-12;3.8
210;2015-02-13;5.9
210;2015-02-14;6.8
210;2015-02-15;3.4
210;2015-02-16;1.8
210;2015-02-17;3.9
210;2015-02-18;2.9
210;2015-02-19;3.9
210;2015-02-20;5.3
210;2015-02-21;4.3
210;2015-02-22;3.6
210;2015-02-23;6.2
210;2015-02-24;5.8
210;2015-02-25;4.7
210;2015-02-26;6.5
210;2015-02-27;4.4
210;2015-02-28;5.3
210;2015-03-01;7.9
210;2015-03-02;5.6
210;2015-03-03;5.2
210;2015-03-04;5.6
210;2015-03-05;5.7
210;2015-03-06;6.9
210;2015-03-07;8.7
210;2015-03-08;8.2
210;2015-03-09;8.1
210;2015-03-10;6.5
210;2015-03-11;3.8
210;2015-03-12;6.8
210;2015-03-13;4.9
210;2015-03-14;3.7
210;2015-03-15;5.6
210;2015-03-16;6.8
210;2015-03-17;7.3
210;2015-03-18;5.7
210;2015-03-19;6.7
210;2015-03-20;4.5
210;2015-03-21;6.4
210;2015-03-22;4.5
210;2015-03-23;2.7
210;2015-03-24;5.2
210;2015-03-25;6.0
210;2015-03-26;5.1
210;2015-03-27;5.8
210;2015-03-28;7.5
210;2015-03-29;8.6
210;2015-03-30;7.1
210;2015-03-31;8.4
210;2015-04-01;6.7
210;2015-04-02;6.1
210;2015-04-03;6.3
210;2015-04-04;5.2
210;2015-04-05;4.5
210;2015-04-06;6.5
210;2015-04-07;4.9
210;2015-04-08;6.9
210;2015-04-09;9.3
210;2015-04-10;10.2
210;2015-04-11;8.7
210;2015-04-12;9.6
210;2015-04-13;7.6
210;2015-04-14;10.7
210;2015-04-15;12.5
210;2015-04-16;9.7
210;2015-04-17;8.0
210;2015-04-18;8.2
210;2015-04-19;6.9
210;2015-04-20;10.0
210;2015-04-21;8.8
210;2015-04-22;8.1
210;2015-04-23;8.2
210;2015-04-24;10.6
210;2015-04-25;12.2
210;2015-04-26;9.9
210;2015-04-27;6.9
210;2015-04-28;6.9
210;2015-04-29;8.4
210;2015-04-30;8.9
210;2015-05-01;8.4
210;2015-05-02;9.6
210;2015-05-03;12.3
210;2015-05-04;14.4
210;2015-05-05;14.8
210;2015-05-06;11.8
210;2015-05-07;11.3
210;2015-05-08;14.1
210;2015-05-09;12.6
210;2015-05-10;12.0
210;2015-05-11;16.5
210;2015-05-12;13.2
210;2015-05-13;11.1
210;2015-05-14;11.2
210;2015-05-15;8.4
210;2015-05-16;10.7
210;2015-05-17;11.4
210;2015-05-18;10.4
210;2015-05-19;10.8
210;2015-05-20;10.6
210;2015-05-21;12.2
210;2015-05-22;13.6
210;2015-05-23;11.6
210;2015-05-24;11.2
210;2015-05-25;11.7
210;2015-05-26;11.6
210;2015-05-27;12.3
210;2015-05-28;12.8
210;2015-05-29;11.3
210;2015-05-30;11.3
210;2015-05-31;12.4
210;2015-06-01;12.7
210;2015-06-02;14.3
210;2015-06-03;13.3
210;2015-06-04;15.6
210;2015-06-05;19.7
210;2015-06-06;13.9
210;2015-06-07;12.7
210;2015-06-08;11.8
210;2015-06-09;11.3
210;2015-06-10;14.6
210;2015-06-11;17.8
210;2015-06-12;20.4
210;2015-06-13;15.6
210;2015-06-14;14.5
210;2015-06-15;12.9
210;2015-06-16;11.7
210;2015-06-17;15.3
210;2015-06-18;13.9
210;2015-06-19;13.3
210;2015-06-20;13.8
210;2015-06-21;14.2
210;2015-06-22;12.9
210;2015-06-23;13.0
210;2015-06-24;15.5
210;2015-06-25;16.2
210;2015-06-26;19.1
210;2015-06-27;15.9
210;2015-06-28;17.1
210;2015-06-29;16.8
210;2015-06-30;20.8
210;2015-07-01;26.3
210;2015-07-02;22.2
210;2015-07-03;21.8
210;2015-07-04;22.7
210;2015-07-05;18.8
210;2015-07-06;17.2
210;2015-07-07;18.9
210;2015-07-08;15.9
210;2015-07-09;13.8
210;2015-07-10;17.2
210;2015-07-11;19.4
210;2015-07-12;17.8
210;2015-07-13;17.6
210;2015-07-14;17.7
210;2015-07-15;17.4
210;2015-07-16;18.5
210;2015-07-17;20.8
210;2015-07-18;17.6
210;2015-07-19;16.2
210;2015-07-20;18.1
210;2015-07-21;19.4
210;2015-07-22;18.8
210;2015-07-23;17.0
210;2015-07-24;18.5
210;2015-07-25;15.1
210;2015-07-26;14.7
210;2015-07-27;16.9
210;2015-07-28;15.9
210;2015-07-29;14.8
210;2015-07-30;14.8
210;2015-07-31;15.0
210;2015-08-01;15.4
210;2015-08-02;18.6
210;2015-08-03;19.9
210;2015-08-04;17.4
210;2015-08-05;19.4
210;2015-08-06;18.8
210;2015-08-07;18.0
210;2015-08-08;17.9
210;2015-08-09;18.4
210;2015-08-10;18.4
210;2015-08-11;18.9
210;2015-08-12;19.0
210;2015-08-13;21.3
210;2015-08-14;20.2
210;2015-08-15;17.0
210;2015-08-16;16.1
210;2015-08-17;14.7
210;2015-08-18;14.6
210;2015-08-19;16.9
210;2015-08-20;18.1
210;2015-08-21;20.6
210;2015-08-22;21.3
210;2015-08-23;19.5
210;2015-08-24;17.0
210;2015-08-25;16.6
210;2015-08-26;19.4
210;2015-08-27;15.7
210;2015-08-28;15.5
210;2015-08-29;16.5
210;2015-08-30;19.8
210;2015-08-31;19.8
210;2015-09-01;16.0
210;2015-09-02;14.0
210;2015-09-03;12.7
